TRANSACTION_ID/SOL/BONKEY,TRANSACTION_TIME0RPA_ETS2,SALESORG0SALESORG,TRANSACTION_DATE0CALDAY,DISTR_CHAN0DISTR_CHAN,ARTICLE_ID0MATERIAL,LOCATION_ID0PLANT,TRANSACTION_TYPE0RPA_TTC,ARTICLE_COUNT0RPA_RLQ,SALES_PRICE_AT_CASH_DESK0RPA_SAT,SALES_PRICE_PLANNED/SOL/LOC0086C,VAT0RPA_TAM
0002021040778200000000068,144559,1120,20210407,13,000000001277428085,7820,1001,1.000 ,39.99 ,49.99 ,6.39 
0002021040778200000000068,144559,1120,20210407,13,000000002060896047,7820,1001,1.000 ,39.99 ,49.99 ,6.39 
0002021040778220000000026,123430,1120,20210407,13,000000002059257054,7822,1001,1.000 ,47.99 ,59.99 ,7.66 
0002021040820350000000012,095214,1099,20210408,13,000000002063674006,2035,1005,1.000 ,19.49 ,25.99 ,0.00 
0002021040820400000000059,151812,1099,20210408,13,000000002064067006,2040,1005,1.000 ,67.49 ,89.99 ,0.00 
0002021040820400000000066,162156,1099,20210408,13,000000002055187011,2040,1001,1.000 ,47.99 ,59.99 ,7.66 
0002021040820610000000014,163019,1099,20210408,13,000000002062035014,2061,1005,1.000 ,33.74 ,44.99 ,0.00 
0002021040820700000000064,133615,1099,20210408,13,000000002058945004,2070,1001,1.000 ,15.99 ,19.99 ,2.55 
0002021040820710000000118,151811,1099,20210408,13,000000001142388011,2071,1001,1.000 ,7.46 ,9.95 ,1.19 
0002021040820710000000145,161324,1099,20210408,13,000000002061392006,2071,1001,1.000 ,45.00 ,59.99 ,7.18 
0002021040820820000000005,101857,1099,20210408,13,000000002055102026,2082,1005,1.000 ,49.99 ,64.99 ,0.00 
0002021040820970000000010,105428,1099,20210408,13,000000002061118022,2097,1001,1.000 ,20.26 ,29.99 ,3.23 
0002021040821190000000139,161253,1099,20210408,13,000000000000050080,2119,1001,1.000 ,0.15 ,0.15 ,0.02 
0002021040821490000000056,171307,2010,20210408,13,000000002064161029,2149,1001,1.000 ,15.99 ,19.99 ,2.67 
0002021040821660000000014,110424,2010,20210408,13,000000002063042018,2166,1001,1.000-,39.99-,49.99-,6.67-
0002021040821750000000016,144027,2010,20210408,13,000000002101879007,2175,1001,1.000 ,63.99 ,79.99 ,10.67 
0002021040821790000000002,092559,2010,20210408,13,000000002064584006,2179,1001,1.000-,23.99-,29.99-,4.00-
0002021040822300000000069,181351,2010,20210408,13,000000002059452010,2230,1001,1.000 ,39.99 ,49.99 ,6.67 
0002021040822320000000013,103446,2010,20210408,13,000000002059950001,2232,1001,1.000 ,16.00 ,19.99 ,2.67 
0002021040878000000000071,152032,1120,20210408,13,000000002063945009,7800,1001,1.000 ,79.99 ,99.99 ,12.77 
0002021040620400000000073,115610,1099,20210406,13,000000002063588003,2040,1005,1.000 ,67.49 ,89.99 ,0.00 
0002021040620490000000006,081103,1099,20210406,13,000000001196064003,2049,1005,1.000 ,18.74 ,24.99 ,0.00 
0002021040620490000000072,120731,1099,20210406,13,000000002058795010,2049,1001,1.000-,39.99-,49.99-,6.38-
0002021040620490000000157,173553,1099,20210406,13,000000000000050080,2049,1001,1.000 ,0.15 ,0.15 ,0.02 
0002021040620650000000011,093053,1099,20210406,13,000000001196064003,2065,1005,1.000 ,18.74 ,24.99 ,0.00 
0002021040620710000000008,085937,1099,20210406,13,000000002024804031,2071,1005,1.000 ,55.99 ,69.99 ,0.00 
0002021040620710000000162,161422,1099,20210406,13,000000002064573007,2071,1001,1.000 ,31.99 ,39.99 ,5.11 
0002021040620720000000045,131847,1099,20210406,13,000000002100835010,2072,1005,1.000 ,67.49 ,89.99 ,0.00 
0002021040620810000000024,122018,1099,20210406,13,000000002057652009,2081,1005,1.000 ,8.99 ,11.99 ,0.00 
0002021040621070000000006,111551,1099,20210406,13,000000002061332011,2107,1005,1.000 ,37.49 ,49.99 ,0.00 
0002021040621110000000014,112244,1099,20210406,13,000000002060851014,2111,1001,1.000 ,12.99 ,12.99 ,2.07 
0002021040621250000000021,121823,1099,20210406,13,000000002064067003,2125,1005,1.000 ,71.99 ,89.99 ,0.00 
0002021040621400000000036,130106,1099,20210406,13,000000002062035014,2140,1001,1.000 ,22.49 ,29.99 ,3.59 
0002021040622000000000038,114844,2010,20210406,13,000000002037568005,2200,1001,1.000 ,8.00 ,9.99 ,1.33 
0002021040644050000000036,124200,2010,20210406,13,000000002063251013,4405,1001,1.000 ,39.99 ,49.99 ,6.67 
0002021040660470000000019,124312,1099,20210406,13,000000002060852023,6047,1005,1.000 ,12.44 ,15.99 ,0.00 
0002021040660480000000007,073142,1099,20210406,13,000000002063182030,6048,1005,1.000 ,23.99 ,29.99 ,0.00 
0002021040660970000000018,091233,1099,20210406,13,000000002064384022,6097,1005,1.000 ,29.99 ,29.99 ,0.00 
0002021040673570000000041,131917,2010,20210406,13,000000002061101015,7357,1001,1.000 ,29.99 ,39.99 ,5.00 
0002021040677890000000006,105830,1120,20210406,13,000000002005652070,7789,1001,1.000 ,39.99 ,49.99 ,6.39 
0002021040678000000000092,161321,1120,20210406,13,000000002059195029,7800,1001,1.000 ,15.99 ,19.99 ,2.55 
0002021040678180000000007,130935,1120,20210406,13,000000002057161002,7818,1001,1.000 ,47.99 ,59.99 ,7.66 
0002021040720240000000073,134026,1099,20210407,13,000000002061055045,2024,1001,1.000 ,47.99 ,59.99 ,7.66 
0002021040720620000000002,100840,1099,20210407,13,000000002057621014,2062,1001,1.000 ,8.31 ,9.99 ,2.55 
0002021040720620000000057,155135,1099,20210407,13,000000002061326027,2062,1001,1.000 ,39.99 ,39.99 ,6.38 
0002021040720700000000077,132643,1099,20210407,13,000000002063778020,2070,1001,1.000 ,29.99 ,29.99 ,4.79 
0002021040720710000000083,135459,1099,20210407,13,000000006003933004,2071,1001,1.000 ,6.71 ,8.95 ,1.07 
0002021040720910000000172,162306,1099,20210407,13,000000002062991011,2091,1001,1.000 ,19.99 ,19.99 ,3.19 
0002021040720910000000221,182532,1099,20210407,13,000000002064967028,2091,1001,1.000-,10.39-,12.99-,1.66-
0002021040721110000000002,101844,1099,20210407,13,000000002062991008,2111,1005,1.000 ,15.99 ,19.99 ,0.00 
0002021040721190000000172,183018,1099,20210407,13,000000002062991009,2119,1005,1.000 ,14.99 ,19.99 ,0.00 
0002021040722000000000013,102153,2010,20210407,13,000000002041314003,2200,1001,1.000 ,23.99 ,29.99 ,4.00 
0002021040722000000000096,161921,2010,20210407,13,000000002061494011,2200,1001,1.000 ,52.49 ,69.99 ,8.75 
0002021040722000000000108,172513,2010,20210407,13,000000002061494004,2200,1001,1.000 ,55.99 ,69.99 ,9.33 
0002021040722280000000008,113834,1099,20210407,13,000000002061332014,2228,1005,1.000 ,34.88 ,49.99 ,0.00 
0002021040722310000000048,145034,2010,20210407,13,000000001277371072,2231,1001,1.000 ,39.99 ,49.99 ,6.67 
0002021040740210000000030,134544,1099,20210407,13,000000002063856026,4021,1001,1.000 ,47.99 ,59.99 ,7.66 
0002021040741280000000081,161114,1099,20210407,13,000000002024581110,4128,1001,1.000 ,19.99 ,19.99 ,3.19 
0002021040743770000000015,122551,1099,20210407,13,000000002064105003,4377,1001,1.000 ,19.49 ,25.99 ,3.11 
0002021040760480000000026,131112,1099,20210407,13,000000002057432015,6048,1001,2.000 ,20.78 ,25.98 ,3.32 
0002021040761240000000020,173058,2010,20210407,13,000000002057791006,6124,1001,1.000 ,40.00 ,49.99 ,6.67 
0002021040773370000000054,145709,1099,20210407,13,000000002057618022,7337,1001,1.000 ,15.99 ,15.99 ,2.55 
0002021040776850000000021,115828,2010,20210407,13,000000002061046038,7685,1001,1.000 ,31.99 ,39.99 ,5.33 
0002021040776850000000034,125908,2010,20210407,13,000000000000050080,7685,1001,1.000 ,0.15 ,0.15 ,0.03 
0002021040777870000000041,162042,1120,20210407,13,000000002102234012,7787,1001,1.000 ,40.00 ,49.99 ,6.39 
0002021040778000000000060,153228,1120,20210407,13,000000002100036015,7800,1001,1.000 ,55.99 ,69.99 ,8.94 
0002021040778030000000008,124251,1120,20210407,13,000000002064819032,7803,1001,1.000 ,18.23 ,29.99 ,2.91 
0002021040778170000000002,110246,1120,20210407,13,000000002064819034,7817,1001,1.000 ,23.99 ,29.99 ,3.83 
0002021040778170000000063,165507,1120,20210407,13,000000002037568035,7817,1001,1.000 ,4.00 ,9.99 ,0.64 
0002021040778180000000044,151145,1120,20210407,13,000000002064161022,7818,1001,1.000 ,15.99 ,19.99 ,2.55 
0002021040820240000000202,183046,1099,20210408,13,000000002059092004,2024,1005,1.000 ,39.99 ,39.99 ,0.00 
0002021040820390000000047,124400,1099,20210408,13,000000002060837014,2039,1001,1.000 ,15.99 ,15.99 ,2.55 
0002021040820400000000008,095121,1099,20210408,13,000000002061055012,2040,1005,1.000 ,56.58 ,59.99 ,0.00 
0002021040820400000000075,164142,1099,20210408,13,000000002058320004,2040,1001,1.000 ,31.99 ,39.99 ,5.11 
0002021040820480000000040,175256,1099,20210408,13,000000002064947028,2048,1001,1.000 ,29.99 ,29.99 ,4.79 
0002021040820620000000066,170211,1099,20210408,13,000000002059058026,2062,1005,1.000 ,69.99 ,69.99 ,0.00 
0002021040820650000000034,135019,1099,20210408,13,000000001277411004,2065,1001,1.000 ,59.99 ,59.99 ,9.58 
0002021040820700000000010,085842,1099,20210408,13,000000002057957008,2070,1005,1.000 ,28.79 ,35.99 ,0.00 
0002021040820700000000169,183843,1099,20210408,13,000000002057649001,2070,1001,1.000 ,19.99 ,19.99 ,3.19 
0002021040820720000000025,122715,1099,20210408,13,000000002063256004,2072,1001,1.000 ,49.99 ,49.99 ,7.98 
0002021040820820000000033,122230,1099,20210408,13,000000002005639013,2082,1001,1.000 ,29.63 ,49.99 ,4.73 
0002021040821110000000021,110715,1099,20210408,13,000000002060693011,2111,1001,1.000 ,19.49 ,25.99 ,3.11 
0002021040821190000000064,131435,1099,20210408,13,000000000000050080,2119,1001,1.000 ,0.15 ,0.15 ,0.02 
0002021040821400000000083,150113,1099,20210408,13,000000000000050080,2140,1001,1.000 ,0.15 ,0.15 ,0.02 
0002021040821490000000028,130408,2010,20210408,13,000000002062917011,2149,1001,1.000 ,48.00 ,59.99 ,8.00 
0002021040821790000000022,124223,2010,20210408,13,000000002064564023,2179,1001,1.000 ,55.99 ,69.99 ,9.33 
0002021040822000000000065,151517,2010,20210408,13,000000002061055012,2200,1001,1.000 ,34.19 ,59.99 ,5.70 
0002021040822280000000007,104016,1099,20210408,13,000000002065012007,2228,1001,1.000 ,31.99 ,39.99 ,5.11 
0002021040840210000000004,085825,1099,20210408,13,000000002102234008,4021,1005,1.000 ,36.64 ,49.99 ,0.00 
0002021040844050000000109,165515,2010,20210408,13,000000002063808048,4405,1001,1.000 ,39.99 ,49.99 ,6.67 
0002021040860930000000003,100324,2010,20210408,13,000000001233143001,6093,1001,1.000 ,6.90 ,6.90 ,1.15 
0002021040863390000000014,113017,1099,20210408,13,000000002058214015,6339,1001,1.000 ,39.99 ,39.99 ,6.38 
0002021040878000000000059,144452,1120,20210408,13,000000000000050080,7800,1001,1.000 ,0.15 ,0.15 ,0.00 
0002021040878180000000023,123543,1120,20210408,13,000000002037568003,7818,1001,1.000 ,7.99 ,9.99 ,1.28 
0002021040878180000000031,133102,1120,20210408,13,000000002063779224,7818,1001,1.000 ,39.99 ,49.99 ,6.38 
0002021040620240000000023,114627,1099,20210406,13,000000002024581129,2024,1001,1.000 ,15.99 ,19.99 ,2.55 
0002021040620240000000179,181110,1099,20210406,13,000000002060672002,2024,1005,1.000 ,11.19 ,13.99 ,0.00 
0002021040620330000000015,091102,1099,20210406,13,000000002056410014,2033,1005,1.000 ,7.19 ,9.99 ,0.00 
0002021040620330000000053,123843,1099,20210406,13,000000002061900005,2033,1005,1.000 ,10.22 ,13.99 ,0.00 
0002021040620350000000015,103922,1099,20210406,13,000000002058929011,2035,1005,1.000 ,29.99 ,29.99 ,0.00 
0002021040620480000000073,133925,1099,20210406,13,000000002059323005,2048,1005,1.000 ,39.99 ,39.99 ,0.00 
0002021040620620000000059,135106,1099,20210406,13,000000002060885051,2062,1005,1.000 ,37.49 ,49.99 ,0.00 
0002021040620620000000084,151041,1099,20210406,13,000000002063339011,2062,1001,1.000 ,12.00 ,15.99 ,1.91 
0002021040620620000000103,170218,1099,20210406,13,000000002061277008,2062,1005,1.000 ,67.49 ,89.99 ,0.00 
0002021040620700000000035,093950,1099,20210406,13,000000002102780014,2070,1005,1.000 ,39.99 ,49.99 ,0.00 
0002021040620700000000106,132104,1099,20210406,13,000000002060855010,2070,1002,1.000-,28.26-,35.99-,4.51-
0002021040620710000000024,094056,1099,20210406,13,000000001277428040,2071,1005,1.000 ,47.99 ,59.99 ,0.00 
0002021040620710000000185,160232,1099,20210406,13,000000002005804021,2071,1005,1.000 ,49.99 ,49.99 ,0.00 
0002021040620820000000029,133921,1099,20210406,13,000000001277391064,2082,1005,1.000 ,22.49 ,29.99 ,0.00 
0002021040621150000000015,113603,1099,20210406,13,000000002043262010,2115,1005,1.000 ,22.01 ,29.99 ,0.00 
0002021040621250000000026,122014,1099,20210406,13,000000002061369041,2125,1005,1.000 ,47.99 ,59.99 ,0.00 
0002021040621530000000013,105832,2010,20210406,13,000000002037568030,2153,1001,1.000 ,7.99 ,9.99 ,1.33 
0002021040622000000000047,122852,2010,20210406,13,000000002100621001,2200,1001,1.000 ,23.99 ,29.99 ,4.00 
0002021040641580000000024,132719,2010,20210406,13,000000002042846139,4158,1001,1.000 ,39.89 ,69.99 ,6.65 
0002021040641630000000017,110825,1099,20210406,13,000000002061332016,4163,1005,1.000 ,37.49 ,49.99 ,0.00 
0002021040642130000000019,091957,1099,20210406,13,000000002063182030,4213,1005,1.000 ,29.99 ,29.99 ,0.00 
0002021040642130000000031,093124,1099,20210406,13,000000002063182014,4213,1005,1.000 ,23.99 ,29.99 ,0.00 
0002021040643770000000052,114732,1099,20210406,13,000000002063182029,4377,1005,1.000 ,22.49 ,29.99 ,0.00 
0002021040644050000000036,124200,2010,20210406,13,000000000000050080,4405,1001,1.000 ,0.15 ,0.15 ,0.03 
0002021040660970000000158,180218,1099,20210406,13,000000002101244025,6097,1005,1.000 ,71.99 ,89.99 ,0.00 
0002021040661250000000022,110453,2010,20210406,13,000000002060808026,6125,1001,1.000 ,15.99 ,15.99 ,2.67 
0002021040673370000000015,093056,1099,20210406,13,000000002057214011,7337,1005,1.000 ,44.24 ,58.99 ,0.00 
0002021040676780000000006,122616,1099,20210406,13,000000000000050080,7678,1001,1.000 ,0.15 ,0.15 ,0.02 
0002021040678000000000053,142228,1120,20210406,13,000000002060895005,7800,1001,1.000 ,14.40 ,17.99 ,2.30 
0002021040720390000000063,120756,1099,20210407,13,000000002063713016,2039,1001,1.000 ,79.99 ,99.99 ,15.96 
0002021040720400000000124,181449,1099,20210407,13,000000002057161003,2040,1001,1.000 ,44.99 ,59.99 ,9.58 
0002021040720490000000055,123520,1099,20210407,13,000000002061347007,2049,1001,1.000 ,49.99 ,49.99 ,7.98 
0002021040720620000000072,162257,1099,20210407,13,000000002064258004,2062,1001,1.000 ,29.99 ,39.99 ,4.79 
0002021040720700000000001,085043,1099,20210407,13,000000002005615037,2070,1005,1.000 ,33.46 ,49.99 ,0.00 
0002021040721110000000008,101956,1099,20210407,13,000000002064318025,2111,1005,1.000 ,20.79 ,25.99 ,0.00 
0002021040721190000000087,133348,1099,20210407,13,000000002058216027,2119,1001,1.000 ,39.99 ,49.99 ,6.38 
0002021040721490000000029,130442,2010,20210407,13,000000002064696005,2149,1001,1.000 ,55.99 ,69.99 ,9.33 
0002021040721530000000055,131106,2010,20210407,13,000000002063474004,2153,1001,1.000 ,39.99 ,39.99 ,6.67 
0002021040721660000000050,162005,2010,20210407,13,000000002058966004,2166,1001,1.000 ,39.99 ,49.99 ,6.67 
0002021040721740000000051,150721,2010,20210407,13,000000002059317004,2174,1001,1.000 ,47.99 ,59.99 ,8.00 
0002021040722000000000041,130803,2010,20210407,13,000000002064936015,2200,1001,1.000 ,59.99 ,59.99 ,10.00 
0002021040722000000000085,153523,2010,20210407,13,000000002060837024,2200,1001,1.000 ,12.79 ,15.99 ,2.13 
0002021040740370000000008,105136,1099,20210407,13,000000001277371059,4037,1005,1.000 ,39.11 ,49.99 ,0.00 
0002021040761250000000011,103444,2010,20210407,13,000000002061055045,6125,1001,1.000 ,47.99 ,59.99 ,8.00 
0002021040766510000000008,105252,2010,20210407,13,000000002058719004,6651,1001,1.000 ,95.99 ,119.99 ,16.00 
0002021040773570000000042,145929,2010,20210407,13,000000002060851026,7357,1001,1.000 ,12.99 ,12.99 ,2.17 
0002021040773970000000030,144136,2010,20210407,13,000000001278101003,7397,1001,1.000 ,64.00 ,79.99 ,10.67 
0002021040820270000000004,110919,1099,20210408,13,000000002059195022,2027,1001,1.000 ,15.80 ,19.99 ,4.79 
0002021040820330000000057,095036,1099,20210408,13,000000001278033003,2033,1005,1.000 ,29.99 ,29.99 ,0.00 
0002021040820390000000025,115316,1099,20210408,13,000000002065012011,2039,1001,1.000-,39.99-,39.99-,6.38-
0002021040820400000000011,095202,1099,20210408,13,000000002057922014,2040,1005,1.000 ,15.99 ,15.99 ,0.00 
0002021040820400000000027,115914,1099,20210408,13,000000002060478006,2040,1001,1.000 ,22.49 ,29.99 ,3.59 
0002021040820490000000066,114114,1099,20210408,13,000000002055354002,2049,1001,1.000 ,23.99 ,29.99 ,3.83 
0002021040820620000000001,091815,1099,20210408,13,000000002059609021,2062,1005,1.000 ,44.99 ,59.99 ,0.00 
0002021040820710000000084,132904,1099,20210408,13,000000002100555013,2071,1001,1.000 ,59.99 ,59.99 ,9.58 
0002021040821520000000015,123922,2010,20210408,13,000000002063950005,2152,1001,1.000 ,55.99 ,69.99 ,9.33 
0002021040821530000000049,140414,2010,20210408,13,000000000000050080,2153,1001,1.000 ,0.15 ,0.15 ,0.03 
0002021040822000000000119,174735,2010,20210408,13,000000001277391017,2200,1001,1.000 ,29.99 ,29.99 ,5.00 
0002021040841280000000039,130450,1099,20210408,13,000000002100389009,4128,1001,1.000 ,9.99 ,9.99 ,1.60 
0002021040844140000000034,131603,1099,20210408,13,000000002055892145,4414,1001,1.000 ,44.99 ,59.99 ,7.18 
0002021040860970000000056,140216,1099,20210408,13,000000002064067004,6097,1005,1.000 ,71.99 ,89.99 ,0.00 
0002021040861250000000072,174923,2010,20210408,13,000000002059797009,6125,1001,1.000 ,44.99 ,59.99 ,7.50 
0002021040620240000000017,113748,1099,20210406,13,000000002102534013,2024,1001,1.000 ,31.99 ,39.99 ,5.11 
0002021040620240000000057,121307,1099,20210406,13,000000002056523013,2024,1005,1.000 ,18.39 ,22.99 ,0.00 
0002021040620240000000129,163003,1099,20210406,13,000000002060424007,2024,1001,1.000 ,19.99 ,19.99 ,3.19 
0002021040620440000000034,131904,1099,20210406,13,000000002064936020,2044,1005,1.000 ,47.70 ,59.99 ,0.00 
0002021040620440000000039,133109,1099,20210406,13,000000002064401018,2044,1005,1.000 ,48.99 ,48.99 ,0.00 
0002021040620480000000012,094238,1099,20210406,13,000000001278033011,2048,1005,1.000 ,21.10 ,29.99 ,0.00 
0002021040620490000000105,132130,1099,20210406,13,000000002058752001,2049,1001,1.000 ,25.99 ,25.99 ,4.15 
0002021040620520000000013,114534,1099,20210406,13,000000002061451016,2052,1005,1.000 ,19.49 ,25.99 ,0.00 
0002021040620650000000008,093944,1099,20210406,13,000000002061351012,2065,1005,1.000 ,49.71 ,69.98 ,0.00 
0002021040620710000000001,083042,1099,20210406,13,000000002061332012,2071,1005,1.000 ,37.49 ,49.99 ,0.00 
0002021040620710000000029,094126,1099,20210406,13,000000002025414032,2071,1005,1.000 ,52.49 ,69.99 ,0.00 
0002021040620710000000111,134904,1099,20210406,13,000000002063996034,2071,1001,1.000 ,23.99 ,29.99 ,3.83 
0002021040620720000000004,104407,1099,20210406,13,000000002061562004,2072,1001,1.000 ,47.99 ,59.99 ,7.66 
0002021040620820000000011,113701,1099,20210406,13,000000002040829028,2082,1005,1.000 ,19.49 ,25.99 ,0.00 
0002021040620910000000211,162300,1099,20210406,13,000000002063196003,2091,1001,1.000 ,20.80 ,25.99 ,3.32 
0002021040621400000000005,102238,1099,20210406,13,000000002060748004,2140,1005,1.000 ,14.39 ,17.99 ,0.00 
0002021040621490000000017,111534,2010,20210406,13,000000002060851011,2149,1001,1.000 ,12.99 ,12.99 ,2.17 
0002021040621520000000031,154650,2010,20210406,13,000000002058753074,2152,1001,1.000 ,63.99 ,79.99 ,10.66 
0002021040621530000000077,160309,2010,20210406,13,000000002063859011,2153,1001,1.000 ,47.99 ,59.99 ,8.00 
0002021040621790000000021,122732,2010,20210406,13,000000006003429006,2179,1001,1.000 ,37.46 ,49.95 ,6.24 
0002021040622000000000038,114844,2010,20210406,13,000000001076584004,2200,1001,1.000 ,7.96 ,9.95 ,1.33 
0002021040622280000000005,100801,1099,20210406,13,000000001076584051,2228,1002,1.000-,9.95-,9.95-,1.59-
0002021040640180000000015,141910,1099,20210406,13,000000002064168002,4018,1005,1.000 ,25.26 ,35.99 ,0.00 
0002021040640200000000013,091918,1099,20210406,13,000000002064318025,4020,1005,1.000 ,19.49 ,25.99 ,0.00 
0002021040663390000000016,110713,1099,20210406,13,000000002060885052,6339,1005,1.000 ,37.49 ,49.99 ,0.00 
0002021040673370000000023,094116,1099,20210406,13,000000002063182029,7337,1005,1.000 ,28.27 ,29.99 ,0.00 
0002021040678000000000058,143951,1120,20210406,13,000000002057717011,7800,1001,1.000 ,49.99 ,49.99 ,7.98 
0002021040678180000000021,155951,1120,20210406,13,000000002058377033,7818,1001,1.000 ,29.99 ,29.99 ,4.79 
0002021040678180000000038,175649,1120,20210406,13,000000002060979039,7818,1001,1.000 ,23.99 ,29.99 ,3.83 
0002021040678200000000042,131056,1120,20210406,13,000000002061332014,7820,1001,1.000 ,39.99 ,49.99 ,6.39 
0002021040720240000000028,113729,1099,20210407,13,000000002005663016,2024,1001,1.000 ,29.99 ,39.99 ,6.38 
0002021040720240000000137,164446,1099,20210407,13,000000002063182008,2024,1001,1.000 ,23.99 ,29.99 ,3.83 
0002021040720350000000009,122004,1099,20210407,13,000000002063778023,2035,1005,1.000 ,21.49 ,29.99 ,0.00 
0002021040720400000000056,111952,1099,20210407,13,000000002100936016,2040,1005,1.000 ,15.99 ,15.99 ,0.00 
0002021040720400000000094,143027,1099,20210407,13,000000002064067004,2040,1005,1.000 ,67.49 ,89.99 ,0.00 
0002021040720650000000025,121055,1099,20210407,13,000000002057432009,2065,1005,1.000 ,12.99 ,12.99 ,0.00 
0002021040720700000000057,121320,1099,20210407,13,000000002064686003,2070,1001,1.000 ,39.99 ,49.99 ,6.39 
0002021040720910000000145,151651,1099,20210407,13,000000002061372007,2091,1001,1.000 ,39.99 ,49.99 ,6.39 
0002021040720910000000200,173416,1099,20210407,13,000000002060979033,2091,1001,1.000 ,23.99 ,29.99 ,3.83 
0002021040721110000000108,164952,1099,20210407,13,000000002057430015,2111,1001,1.000 ,10.40 ,12.99 ,1.66 
0002021040721190000000017,103414,1099,20210407,13,000000002042846089,2119,1001,1.000 ,55.99 ,69.99 ,8.94 
0002021040721190000000168,184114,1099,20210407,13,000000002060933009,2119,1001,1.000 ,31.99 ,39.99 ,5.11 
0002021040721400000000008,105809,1099,20210407,13,000000002040664009,2140,1001,1.000 ,16.00 ,19.99 ,2.55 
0002021040721530000000006,094225,2010,20210407,13,000000002059031052,2153,1001,1.000 ,19.49 ,25.99 ,3.25 
0002021040722000000000043,131026,2010,20210407,13,000000002063808053,2200,1001,1.000 ,39.99 ,49.99 ,6.67 
0002021040722300000000017,112113,2010,20210407,13,000000006002958003,2230,1001,1.000 ,39.96 ,49.95 ,6.66 
0002021040740210000000005,091810,1099,20210407,13,000000002064307018,4021,1005,1.000 ,24.79 ,30.99 ,0.00 
0002021040741280000000014,112138,1099,20210407,13,000000002059031029,4128,1001,1.000 ,25.99 ,25.99 ,4.15 
0002021040743970000000052,113118,1099,20210407,13,000000002061046011,4397,1001,1.000 ,29.99 ,39.99 ,4.79 
0002021040744050000000008,102303,2010,20210407,13,000000002064168013,4405,1001,1.000 ,28.79 ,35.99 ,4.80 
0002021040763600000000008,153232,2010,20210407,13,000000001279085003,6360,1001,1.000 ,48.00 ,59.99 ,8.00 
0002021040766510000000033,162013,2010,20210407,13,000000002058678041,6651,1001,1.000 ,39.99 ,49.99 ,6.67 
0002021040766510000000040,181418,2010,20210407,13,000000002100981003,6651,1001,1.000 ,31.99 ,39.99 ,5.33 
0002021040772720000000021,133402,2010,20210407,13,000000002059613003,7272,1001,1.000 ,52.49 ,69.99 ,8.75 
0002021040773370000000080,173138,1099,20210407,13,000000002064261012,7337,1001,1.000 ,39.99 ,39.99 ,6.38 
0002021040777870000000045,162448,1120,20210407,13,000000001277341038,7787,1001,1.000 ,47.99 ,59.99 ,7.66 
0002021040777870000000050,172857,1120,20210407,13,000000002059134029,7787,1001,1.000 ,47.99 ,59.99 ,7.66 
0002021040778180000000055,160709,1120,20210407,13,000000002061369055,7818,1001,1.000 ,29.99 ,59.99 ,4.79 
0002021040778200000000083,154916,1120,20210407,13,000000002005652010,7820,1001,1.000 ,39.99 ,49.99 ,6.39 
0002021040820240000000007,105830,1099,20210408,13,000000002064936012,2024,1001,1.000 ,47.99 ,59.99 ,7.66 
0002021040820240000000021,114848,1099,20210408,13,000000002041653041,2024,1001,1.000 ,44.99 ,59.99 ,7.18 
0002021040820240000000178,171032,1099,20210408,13,000000002058171004,2024,1005,1.000 ,39.99 ,49.99 ,0.00 
0002021040820390000000102,162811,1099,20210408,13,000000000000050090,2039,1001,1.000 ,2.99 ,2.99 ,0.48 
0002021040820700000000140,171139,1099,20210408,13,000000002064590002,2070,1001,1.000 ,29.99 ,29.99 ,4.79 
0002021040821110000000091,154120,1099,20210408,13,000000002100555011,2111,1001,1.000 ,47.99 ,59.99 ,7.66 
0002021040821660000000001,095037,2010,20210408,13,000000002057717009,2166,1001,1.000 ,39.99 ,49.99 ,6.67 
0002021040822000000000089,161002,2010,20210408,13,000000002057762003,2200,1001,1.000 ,39.99 ,49.99 ,6.66 
0002021040840180000000003,133027,1099,20210408,13,000000002064699015,4018,1005,1.000 ,49.96 ,69.99 ,0.00 
0002021040841280000000005,093034,1099,20210408,13,000000002060979041,4128,1005,1.000 ,17.99 ,23.99 ,0.00 
0002021040844050000000040,114913,2010,20210408,13,000000002043253001,4405,1001,1.000 ,11.99 ,15.99 ,2.00 
0002021040844050000000062,141732,2010,20210408,13,000000002063018010,4405,1001,1.000 ,15.99 ,19.99 ,2.67 
0002021040844050000000091,152736,2010,20210408,13,000000000000050080,4405,1001,1.000 ,0.15 ,0.15 ,0.03 
0002021040861250000000072,174923,2010,20210408,13,000000002061264009,6125,1001,1.000 ,44.99 ,59.99 ,7.50 
0002021040873370000000008,095826,1099,20210408,13,000000002060979033,7337,1005,1.000 ,19.74 ,24.99 ,0.00 
0002021040878180000000034,135548,1120,20210408,13,000000002060881003,7818,1001,1.000-,51.29-,89.99-,8.19-
0002021040878200000000058,144551,1120,20210408,13,000000002058991003,7820,1001,1.000 ,23.99 ,29.99 ,3.83 
0002021040620330000000008,091054,1099,20210406,13,000000002059112009,2033,1005,1.000 ,26.99 ,35.99 ,0.00 
0002021040620330000000054,124039,1099,20210406,13,000000002060326020,2033,1005,1.000 ,10.82 ,13.99 ,0.00 
0002021040620390000000180,175834,1099,20210406,13,000000002064067004,2039,1005,1.000 ,67.49 ,89.99 ,0.00 
0002021040620400000000005,085040,1099,20210406,13,000000002057953002,2040,1005,1.000 ,13.44 ,19.99 ,0.00 
